artist,song,album,label,year,isrc,position,spin_id,playlist_id,show,date,playlist_url
Chastity Brown,Wake Up,Silhouette of Sirens,Red House Records,2017,USRHR1729802,15,433146486,21657220,WDSE 1033 The North,"Dec 10, 2025",https://spinitron.com/WDSE/pl/21657220/
Kiss the Tiger,Every Little Piece of Me,Every Little Piece of Me,Kiss the Tiger,2025,QZWDE2558719,16,433146783,21657220,WDSE 1033 The North,"Dec 10, 2025",https://spinitron.com/WDSE/pl/21657220/
José James,Sword + Gun - feat. Hindi Zahra,No Beginning No End,Blue Note Records,2018,USBN21200763,17,433147004,21657220,WDSE 1033 The North,"Dec 10, 2025",https://spinitron.com/WDSE/pl/21657220/
Nicholas David,One 2 Run,More Than Music,Wake The World,2025,TCAJX2564139,18,433147400,21657220,WDSE 1033 The North,"Dec 10, 2025",https://spinitron.com/WDSE/pl/21657220/
The Nokturnal North,Reflections,This Wilderness,Rustic Place Records,2019,QZDA81903042,19,433147898,21657220,WDSE 1033 The North,"Dec 10, 2025",https://spinitron.com/WDSE/pl/21657220/
Southpaw MN,Ghost,FINALLY,3831258 Records DK,2023,QZTB82332994,20,433148297,21657220,WDSE 1033 The North,"Dec 10, 2025",https://spinitron.com/WDSE/pl/21657220/
Superior Siren,Rattlesnake,Rattlesnake,Superior Siren,2024,USDWH2450001,1,433846030,21691476,WDSE 1033 The North,"Dec 17, 2025",https://spinitron.com/WDSE/pl/21691476/
Dessa,Camelot,Camelot,Doomtree Records,2025,QZZ782555737,2,433846413,21691476,WDSE 1033 The North,"Dec 17, 2025",https://spinitron.com/WDSE/pl/21691476/
Al Church,Night Drive,Night Games,Al Church,2018,TCADP1857496,3,433846776,21691476,WDSE 1033 The North,"Dec 17, 2025",https://spinitron.com/WDSE/pl/21691476/
Favourite Girl,Not Going Back,Not Going Back,Favourite Girl,2025,USY242428369,4,433847086,21691476,WDSE 1033 The North,"Dec 17, 2025",https://spinitron.com/WDSE/pl/21691476/
The Honeydogs,Orange 8,Algebra for Broken Hearts,Jullian Records,2025,QMDJH2451527,5,433847611,21691476,WDSE 1033 The North,"Dec 17, 2025",https://spinitron.com/WDSE/pl/21691476/
Mark Joseph,Back-Water Blues,Palisade Peach,Mark Joseph Music,2023,USL4R2354375,6,433847887,21691476,WDSE 1033 The North,"Dec 17, 2025",https://spinitron.com/WDSE/pl/21691476/
The Belfast Cowboys,Hard Working and Poor,The Upside to the Downslide,Frozen Rope Records,2015,USCGH1598523,7,433848189,21691476,WDSE 1033 The North,"Dec 17, 2025",https://spinitron.com/WDSE/pl/21691476/
Davina and The Vagabonds,Boogie Woogie Santa Claus,A Lovenest Holiday,Roustabout Records,2024,QMDA72438103,8,433848495,21691476,WDSE 1033 The North,"Dec 17, 2025",https://spinitron.com/WDSE/pl/21691476/
Devata Daun,In My Room,Pye Luis,Pytch Records,2018,QZDA81888861,9,433848702,21691476,WDSE 1033 The North,"Dec 17, 2025",https://spinitron.com/WDSE/pl/21691476/
Willie Murphy,Last Lonesome Blues,Stargeezer,Red House Records,1996,USRHR9608406,10,433848906,21691476,WDSE 1033 The North,"Dec 17, 2025",https://spinitron.com/WDSE/pl/21691476/
The Gentlemen's Anti-Temperance League,Gone Tomorrow,Masquerade,The Gentlemen's Anti-Temperance League,2017,USDY41736601,11,433849179,21691476,WDSE 1033 The North,"Dec 17, 2025",https://spinitron.com/WDSE/pl/21691476/
Dusty Heart,Wild Whispers,Dusty Heart,Dusty Heart,2018,TCADM1856777,12,433849718,21691476,WDSE 1033 The North,"Dec 17, 2025",https://spinitron.com/WDSE/pl/21691476/
Skarlett Woods,"Portland, OR","Portland, OR",Cedar Woods Records,2023,QZHNA2389967,13,433849885,21691476,WDSE 1033 The North,"Dec 17, 2025",https://spinitron.com/WDSE/pl/21691476/
Glitteratti,Dancing with Only Yourself,In Pasadena,Glitteratti,2017,ushm81754151,14,433850622,21691476,WDSE 1033 The North,"Dec 17, 2025",https://spinitron.com/WDSE/pl/21691476/
Boss Mama & the Jebberhooch,Sweet Molasses,Greetings From the Barnyard Lounge,Boss Mama & the Jebberhooch,2024,USDY42457846,15,433850879,21691476,WDSE 1033 The North,"Dec 17, 2025",https://spinitron.com/WDSE/pl/21691476/
Mr. Sun,(don't) Walk On The Flowers (Waltz Of The Flowers),Mr Sun Plays Duke Ellington’s Nutcracker Suite,Adhyâropa Records,2023,QZS362100384,16,433851168,21691476,WDSE 1033 The North,"Dec 17, 2025",https://spinitron.com/WDSE/pl/21691476/
Mark Mallman,Flesh Feeds The Fire,Magic Time,Hygh Tension Records,2025,USA2P2509859,17,433851750,21691476,WDSE 1033 The North,"Dec 17, 2025",https://spinitron.com/WDSE/pl/21691476/
Alan Sparhawk,Feel Something,"White Roses, My God",Sub Pop Records,2024,USSUB2465508,18,433851930,21691476,WDSE 1033 The North,"Dec 17, 2025",https://spinitron.com/WDSE/pl/21691476/
Ingeborg von Agassiz,I Want More from Xmas,Coventry Carols,Ingeborg von Agassiz,2021,QZT8F2100005,19,433852132,21691476,WDSE 1033 The North,"Dec 17, 2025",https://spinitron.com/WDSE/pl/21691476/
Rachael Kilgour,Ontario,Ontario,Rachael Kilgour,2023,QZWDD2324559,20,433852427,21691476,WDSE 1033 The North,"Dec 17, 2025",https://spinitron.com/WDSE/pl/21691476/
Sarah Morris,"There, There",All Mine,AW Records,2020,QM5QP1901005,21,433852821,21691476,WDSE 1033 The North,"Dec 17, 2025",https://spinitron.com/WDSE/pl/21691476/
Ponyfolk,Once Upon a Yuletide Moon,Jul! Jul!,Ponyfolk & Ross Thorn,2024,TCAJC2474883,22,433853264,21691476,WDSE 1033 The North,"Dec 17, 2025",https://spinitron.com/WDSE/pl/21691476/
Ian Alexy,Living in a Dream,Living in a Dream,Ian Alexy,2025,USX9P2518807,23,433853552,21691476,WDSE 1033 The North,"Dec 17, 2025",https://spinitron.com/WDSE/pl/21691476/
The Cactus Blossoms,Out Of My Mind (On Sunday),Every Time I Think About You,Walkie Talkie Records,2024,USA2B2402589,24,433853768,21691476,WDSE 1033 The North,"Dec 17, 2025",https://spinitron.com/WDSE/pl/21691476/
Arlie,the christmas song,the christmas song,Arlie Records,2025,QT6FE2509248,1,434554357,21724981,WDSE 1033 The North,"Dec 24, 2025",https://spinitron.com/WDSE/pl/21724981/
Kurt Vile,Must Be Santa - Spotify Singles Holiday,Must Be Santa (Spotify Singles Holiday),Verve Forecast,2022,USUG12208548,2,434554565,21724981,WDSE 1033 The North,"Dec 24, 2025",https://spinitron.com/WDSE/pl/21724981/
Little Steven & The Disciples Of Soul,Merry Christmas (I Don't Want To Fight Tonight),NOEL ROCK,"UMG Recordings, Inc.",2019,USUG11702255,3,434554951,21724981,WDSE 1033 The North,"Dec 24, 2025",https://spinitron.com/WDSE/pl/21724981/
Quintron & Miss Pussycat,Silent Night,Psych-Out Christmas,Cleopatra Records,2013,QMFMG1392083,4,434555377,21724981,WDSE 1033 The North,"Dec 24, 2025",https://spinitron.com/WDSE/pl/21724981/
Bad Religion,White Christmas,Christmas Songs,Epitaph,2013,USEP41320004,5,434555539,21724981,WDSE 1033 The North,"Dec 24, 2025",https://spinitron.com/WDSE/pl/21724981/
The Shins,Wonderful Christmastime,Jingle Bell Rock,Hear Music,2015,USHC41200292,6,434555651,21724981,WDSE 1033 The North,"Dec 24, 2025",https://spinitron.com/WDSE/pl/21724981/
Dread Zeppelin,All I Want For Christmas Is My Two Front Teeth,The First No-Elvis,Universal Music Enterprises,2016,USCA21001804,7,434555791,21724981,WDSE 1033 The North,"Dec 24, 2025",https://spinitron.com/WDSE/pl/21724981/
Lake Street Dive,I Want A Hippopotamus For Christmas,Holidays Rule (Vol. 2),Capitol Records (US1A),2017,USUG11701247,8,434556192,21724981,WDSE 1033 The North,"Dec 24, 2025",https://spinitron.com/WDSE/pl/21724981/
El Vez,Feliz Navidad,Merry MeX-mas,Sympathy for the Record Industry,2012,US2860435001,9,434556438,21724981,WDSE 1033 The North,"Dec 24, 2025",https://spinitron.com/WDSE/pl/21724981/
Dr. Demento,Rusty Chevrolet,Holiday in Dementia,Rhino,1995,,10,434556633,21724981,WDSE 1033 The North,"Dec 24, 2025",https://spinitron.com/WDSE/pl/21724981/
Nation of Language,Auld Lang Sine Wave,Auld Lang Sine Wave,Nation Of Language,2024,QZZEB2439513,11,434556824,21724981,WDSE 1033 The North,"Dec 24, 2025",https://spinitron.com/WDSE/pl/21724981/
Nathaniel Rateliff & The Night Sweats,Santa Baby,Baby It's Cold Outside,"UMG Recordings, Inc.",2019,USC4R1706169,12,434557132,21724981,WDSE 1033 The North,"Dec 24, 2025",https://spinitron.com/WDSE/pl/21724981/
Berliner Symphoniker,Dance of the Sugar Plum Fairy - Red Baron Remix,Christmas Remixed 2,Christmas Chill,2008,US4CR0300024,13,434557367,21724981,WDSE 1033 The North,"Dec 24, 2025",https://spinitron.com/WDSE/pl/21724981/
She & Him,All I Want for Christmas Is You,Christmas Party,SME,2016,USSM11606551,14,434557550,21724981,WDSE 1033 The North,"Dec 24, 2025",https://spinitron.com/WDSE/pl/21724981/
Dropkick Murphys,The Season's Upon Us,The Season's Upon Us,BMG Rights Management (US) LLC,2012,USK251300006,15,434558257,21724981,WDSE 1033 The North,"Dec 24, 2025",https://spinitron.com/WDSE/pl/21724981/
Garfunkel and Oates,Present Face,Present Face,Garfunkel and Oates,2009,USX9P0918842,16,434558513,21724981,WDSE 1033 The North,"Dec 24, 2025",https://spinitron.com/WDSE/pl/21724981/
James Kochalka Superstar,Punching The Christmas Tree,Punching The Christmas Tree,James Kochalka Superstar,2022,QZTAZ2265166,17,434558666,21724981,WDSE 1033 The North,"Dec 24, 2025",https://spinitron.com/WDSE/pl/21724981/
Holly Golightly,Christmas Tree On Fire,Christmas Tree On Fire,Damaged Goods,2006,GBGLR0600109,18,434558838,21724981,WDSE 1033 The North,"Dec 24, 2025",https://spinitron.com/WDSE/pl/21724981/
Sufjan Stevens,That Was the Worst Christmas Ever!,Songs For Christmas,Asthmatic Kitty,2006,US64G0602821,19,434559049,21724981,WDSE 1033 The North,"Dec 24, 2025",https://spinitron.com/WDSE/pl/21724981/
Todd Rundgren,Flappie,Flappie,Cleopatra Records,2020,QM6XS2002009,20,434559261,21724981,WDSE 1033 The North,"Dec 24, 2025",https://spinitron.com/WDSE/pl/21724981/
Charlie Parr,Slim Tall's Christmas on the Lam,Christmas on the Lam and Other Songs from the Season,Red House Records,2016,USRHR1629010,21,434559457,21724981,WDSE 1033 The North,"Dec 24, 2025",https://spinitron.com/WDSE/pl/21724981/
Prince,Another Lonely Christmas,The Hits / The B-Sides,Warner Rhino Off Roster-Video,2017,USWB10003134,22,434559798,21724981,WDSE 1033 The North,"Dec 24, 2025",https://spinitron.com/WDSE/pl/21724981/
Ben Folds,Xmas Aye Eye,Sleigher,"New West Records, LLC",2024,US27Q2460209,23,434560199,21724981,WDSE 1033 The North,"Dec 24, 2025",https://spinitron.com/WDSE/pl/21724981/
Emmy The Great & Tim Wheeler,Zombie Christmas,This Is Christmas,Infectious Music,2018,GBZUZ1100036,24,434560443,21724981,WDSE 1033 The North,"Dec 24, 2025",https://spinitron.com/WDSE/pl/21724981/
Jonathan Coulton,Chiron Beta Prime,Thing a Week Two,Jonathan Coulton,2006,USHM90616150,25,434560647,21724981,WDSE 1033 The North,"Dec 24, 2025",https://spinitron.com/WDSE/pl/21724981/
"""Weird Al"" Yankovic",Christmas at Ground Zero,"Greatest Hits, Vol. 2",SME,1994,USVR10200026,26,434560874,21724981,WDSE 1033 The North,"Dec 24, 2025",https://spinitron.com/WDSE/pl/21724981/
The Pogues,Fairytale Of New York (feat. Kirsty MacColl),White Christmas,Warner Music UK,2004,GBAHT8703085,27,434561124,21724981,WDSE 1033 The North,"Dec 24, 2025",https://spinitron.com/WDSE/pl/21724981/
Jeremy Messersmith,Let's Ditch Christmas,Let's Ditch Christmas,Glassnote Entertainment Group LLC,2019,USYAH1400074,28,434561424,21724981,WDSE 1033 The North,"Dec 24, 2025",https://spinitron.com/WDSE/pl/21724981/
Poly Styrene,Black Christmas,Black Christmas,The Orchard,2010,GBSUW0731716,29,434561586,21724981,WDSE 1033 The North,"Dec 24, 2025",https://spinitron.com/WDSE/pl/21724981/
The Vestibules,Christmas on Acid,Sketches Songs & Shoes,The Vestibules,1994,USCGJ1213827,30,434561842,21724981,WDSE 1033 The North,"Dec 24, 2025",https://spinitron.com/WDSE/pl/21724981/
Judah Warsky,Painkillers & Alcohol,Painkillers & Alcohol,Acrophase Records,2021,FRIDO2110335,31,434562083,21724981,WDSE 1033 The North,"Dec 24, 2025",https://spinitron.com/WDSE/pl/21724981/
Davina and The Vagabonds,I Can't Believe I Let You Go,Sugar Drops,Red House Records,2019,USRHR1931302,1,435254482,21758192,WDSE 1033 The North,"Dec 31, 2025",https://spinitron.com/WDSE/pl/21758192/
Sam Miltich & the Clearwater Hot Club,How Deep Is the Ocean,"Just You, Just Me",Clearwater Hot Club Productions,2008,USHM80893605,2,435254739,21758192,WDSE 1033 The North,"Dec 31, 2025",https://spinitron.com/WDSE/pl/21758192/
Humbird,Ghost on the Porch,Right On,Nettwerk Music Group,2024,CAN112400317,3,435255281,21758192,WDSE 1033 The North,"Dec 31, 2025",https://spinitron.com/WDSE/pl/21758192/
Alan Sparhawk,Not Broken,Not Broken,Sub Pop Records,2025,USSUB2468004,4,435255497,21758192,WDSE 1033 The North,"Dec 31, 2025",https://spinitron.com/WDSE/pl/21758192/
Red Mountain,Chad,Scowl Lightly,Chaperone Records,2013,QMKRM1400002,5,435255670,21758192,WDSE 1033 The North,"Dec 31, 2025",https://spinitron.com/WDSE/pl/21758192/
Hobo Nephews Of Uncle Frank,Traveling Show,Traveling Show,Consider It Correspondence,2009,USHM80966665,6,435256076,21758192,WDSE 1033 The North,"Dec 31, 2025",https://spinitron.com/WDSE/pl/21758192/
Charlie Parr,Jubilee,Cheap Wine,Charlie Parr,2007,NZAM00800885,7,435256313,21758192,WDSE 1033 The North,"Dec 31, 2025",https://spinitron.com/WDSE/pl/21758192/
Ross Thorn,Can I Pet That Dog?,Can I Pet That Dog?,Ross Thorn / Casa De Copas,2024,QZTV32494416,8,435256509,21758192,WDSE 1033 The North,"Dec 31, 2025",https://spinitron.com/WDSE/pl/21758192/
Pert Near Sandstone,Appalachian Girl,Paradise Hop,Pert Near Music,2011,USW2Z1100302,9,435256702,21758192,WDSE 1033 The North,"Dec 31, 2025",https://spinitron.com/WDSE/pl/21758192/
The Lowest Pair,The Uncertain Seas,The Uncertain Seas,Delicata Records,2025,QT3F62585006,10,435256935,21758192,WDSE 1033 The North,"Dec 31, 2025",https://spinitron.com/WDSE/pl/21758192/
Babie Eyes,River Song,See The World Through,Babie Eyes,2023,USHM22353279,11,435257169,21758192,WDSE 1033 The North,"Dec 31, 2025",https://spinitron.com/WDSE/pl/21758192/
Toby Thomas Churchill,Let's Do It Again,Death,Toby Thomas Churchill,2011,USX9P1166951,12,435257810,21758192,WDSE 1033 The North,"Dec 31, 2025",https://spinitron.com/WDSE/pl/21758192/
Sarah Morris,Mendocino,All Mine,AW Records,2020,QM5QP1901003,13,435258007,21758192,WDSE 1033 The North,"Dec 31, 2025",https://spinitron.com/WDSE/pl/21758192/
Bad Bad Hats,Happy,Bad Bad Hats,Don Giovanni Records,2024,USA2B2319929,14,435258421,21758192,WDSE 1033 The North,"Dec 31, 2025",https://spinitron.com/WDSE/pl/21758192/
The Jayhawks,Waiting For The Sun,Hollywood Town Hall,American Recordings Catalog P&D,2013,USSM19503748,15,435259802,21758192,WDSE 1033 The North,"Dec 31, 2025",https://spinitron.com/WDSE/pl/21758192/
Hoopsnakes,One Stop Shoppin',Jump in & Hang On,Mouthpiece,1994,,16,435260128,21758192,WDSE 1033 The North,"Dec 31, 2025",https://spinitron.com/WDSE/pl/21758192/
Dana Thompson,Ona's Song,Ox,Dana Thompson,2004,USHM90758397,17,435260446,21758192,WDSE 1033 The North,"Dec 31, 2025",https://spinitron.com/WDSE/pl/21758192/
POLIÇA,Dreams Go,Dreams Go,Memphis Industries,2025,GBCSG2500045,18,435260743,21758192,WDSE 1033 The North,"Dec 31, 2025",https://spinitron.com/WDSE/pl/21758192/
WILD HORSES,When I Was Younger,When I Was Younger,DISTROKID,2025,QZWFE2584096,19,435261062,21758192,WDSE 1033 The North,"Dec 31, 2025",https://spinitron.com/WDSE/pl/21758192/
Cloud Cult,You'll Be Bright (Invocation Part 1),Light Chasers,Rebel Group,2010,USEF71000042,20,435261455,21758192,WDSE 1033 The North,"Dec 31, 2025",https://spinitron.com/WDSE/pl/21758192/
Sounds Of Blackness,Hey Jude,"Minnesota Beatle Project, Vol. 2",Vega Productions,2010,USW2Z1000016,21,435262154,21758192,WDSE 1033 The North,"Dec 31, 2025",https://spinitron.com/WDSE/pl/21758192/
Alex Crankshaft Larson,Goodbye,Tied to the World Behind Me,Self,2015,TCACI1531612,22,435262463,21758192,WDSE 1033 The North,"Dec 31, 2025",https://spinitron.com/WDSE/pl/21758192/
Sara Thomsen,A Woman's Place,Everything Changes,Sara Thomsen,2008,USCGJ0895593,1,435953844,21791820,WDSE 1033 The North,"Jan 7, 2026",https://spinitron.com/WDSE/pl/21791820/The-Local
Leslie Vincent,Tallying Strangers,Tallying Strangers,DISTROKID,2025,QT3FH2595978,2,435954108,21791820,WDSE 1033 The North,"Jan 7, 2026",https://spinitron.com/WDSE/pl/21791820/The-Local
Molly Maher,3200 Mile,Balms of Gilead,House of Mercy Recordings,2007,USHM81450534,3,435954661,21791820,WDSE 1033 The North,"Jan 7, 2026",https://spinitron.com/WDSE/pl/21791820/The-Local
Breanne Marie & the Front Porch Sinners,Ida Mae,Ida Mae,Breanne Marie & the Front Porch Sinners,2025,USHM92513799,4,435954989,21791820,WDSE 1033 The North,"Jan 7, 2026",https://spinitron.com/WDSE/pl/21791820/The-Local
Emily Haavik & the 35s,Fool's Gold,Ease Back,Emily Haavik & the 35s,2018,USL4Q1866424,5,435955474,21791820,WDSE 1033 The North,"Jan 7, 2026",https://spinitron.com/WDSE/pl/21791820/The-Local
Dan Wilson,Golden Girl,Free Life,American Recordings Catalog P&D,2019,USSM10702872,6,435955756,21791820,WDSE 1033 The North,"Jan 7, 2026",https://spinitron.com/WDSE/pl/21791820/The-Local
Gaelynn Lea,Starving,Starving,Gaelynn Lea Music,2025,QZ5342500001,7,435956033,21791820,WDSE 1033 The North,"Jan 7, 2026",https://spinitron.com/WDSE/pl/21791820/The-Local
Sadkin,Elan Vital - Brandon Dalida Remix,Reimagined,(self released),2018,QZ3KJ1600020,8,435956240,21791820,WDSE 1033 The North,"Jan 7, 2026",https://spinitron.com/WDSE/pl/21791820/The-Local
Between Howls,Long Flight Home,Cabin Fever,Telesuse Song,2025,QZHN82551113,9,435956570,21791820,WDSE 1033 The North,"Jan 7, 2026",https://spinitron.com/WDSE/pl/21791820/The-Local
Old Knifey and the Cutthroats,Whiskey Cigarettes and Country Music,Old Knifey and the Cutthroats,Old Knifey and the Cutthroats,2009,USX9P0940818,10,435957280,21791820,WDSE 1033 The North,"Jan 7, 2026",https://spinitron.com/WDSE/pl/21791820/The-Local
Coyote,The Good Son,Times of Drought,Coyote,2008,uscgh0899338,11,435957590,21791820,WDSE 1033 The North,"Jan 7, 2026",https://spinitron.com/WDSE/pl/21791820/The-Local
Shaunna Heckman,Who's On Fire Now,Saturn Return,Spinout Records,2011,USCGH1191448,12,435957936,21791820,WDSE 1033 The North,"Jan 7, 2026",https://spinitron.com/WDSE/pl/21791820/The-Local
Haley Bonar,Bad Reputation,Last War,Graveface Records & Curiosities,2015,QMDA61497883,13,435958323,21791820,WDSE 1033 The North,"Jan 7, 2026",https://spinitron.com/WDSE/pl/21791820/The-Local
Trampled by Turtles,Nothing but Blue Skies,Alpenglow,Banjodad Records,2022,USX6D2200006,14,435958698,21791820,WDSE 1033 The North,"Jan 7, 2026",https://spinitron.com/WDSE/pl/21791820/The-Local
Nolen Sellwood,To Be Saved,To Be Saved,New Folk Records,2023,USY252210195,15,435958980,21791820,WDSE 1033 The North,"Jan 7, 2026",https://spinitron.com/WDSE/pl/21791820/The-Local
Jamie Kallestad,Marble Stair,Marble Stair,Coyote Music,2024,USL4Q2456824,16,435959215,21791820,WDSE 1033 The North,"Jan 7, 2026",https://spinitron.com/WDSE/pl/21791820/The-Local
Mae Simpson,Plain Clothes Dreams,Chandelier & Bloom,DISTROKID,2023,QZNWR2370829,17,435959581,21791820,WDSE 1033 The North,"Jan 7, 2026",https://spinitron.com/WDSE/pl/21791820/The-Local
Alison Scott,I Feel The Earth Move,Wish On The Moon,Alisco Records,2007,USHM20853088,18,435960147,21791820,WDSE 1033 The North,"Jan 7, 2026",https://spinitron.com/WDSE/pl/21791820/The-Local
Adam Levy,Handful of Sand,Naubinway,Think Piece Publishing LLC,2015,QM6P41522464,19,435960491,21791820,WDSE 1033 The North,"Jan 7, 2026",https://spinitron.com/WDSE/pl/21791820/The-Local
Ian Alexy,Move Like Water,Move Like Water,Ian Alexy,2025,USX9P2513355,20,435960712,21791820,WDSE 1033 The North,"Jan 7, 2026",https://spinitron.com/WDSE/pl/21791820/The-Local
Henry Bullard,Strange Way (Dub),Strange Way (Dub),French River Records,2025,QZNWT2555418,21,435960946,21791820,WDSE 1033 The North,"Jan 7, 2026",https://spinitron.com/WDSE/pl/21791820/The-Local
The Honeydogs,Irish Goodbye,Irish Goodbye,Jullian Records,2025,QMDJH2451528,22,435961327,21791820,WDSE 1033 The North,"Jan 7, 2026",https://spinitron.com/WDSE/pl/21791820/The-Local
Kevin Bowe & The Okemah Prophets,Barbed Wire and Dogs,Love Songs and Murder Ballads,Okemah Prophets Inc.,2001,USHM21231877,23,435961524,21791820,WDSE 1033 The North,"Jan 7, 2026",https://spinitron.com/WDSE/pl/21791820/The-Local
